0	1.05033423
1	1.14492434
2	1.16391912
3	1.1763464
4	1.18287154
5	1.18480483
6	1.20878066
7	1.20934188
8	1.21019905
9	1.25923502
10	1.26066123
11	1.26134677
12	1.26267007
13	1.26279542
14	1.26692058
15	1.26989043
16	1.31603987
17	1.32611192
18	1.32805899
19	1.33920059
20	1.34053722
21	1.35392411
22	1.36436376
23	1.47578402
24	1.50852222
25	1.51598388
26	1.53297417
27	1.53578577
28	1.59273472
29	1.60803751
30	1.61300209
31	1.62616323
32	1.62981826
33	1.63045563
34	1.63546027
35	1.63549871
36	1.63587147
37	1.63620088
38	1.6395005
39	1.70056043
40	1.74031025
41	1.75041519
42	1.75100089
43	1.75388367
44	1.76142765
45	1.76701848
46	1.77835757
47	1.78081677
48	1.78415939
49	1.78514312
50	1.78561999
51	1.78755459
52	1.7882251
53	1.78837062
54	1.78857299
55	1.78872346
56	1.78874804
57	1.78905982
58	1.78910617
59	1.79286154
60	1.89604321
61	1.89689682
62	1.89705408
63	1.89766468
64	1.89863361
65	1.89895978
66	1.89930382
67	1.89932085
68	1.90016385
69	1.90035292
70	1.90045548
71	1.90050575
72	1.90061838
73	1.90088495
74	1.90106707
75	1.90255435
76	1.90292831
77	1.90320171
78	1.90347239
79	1.90435094
80	1.9059615
81	1.90602851
82	1.9070371
83	1.90717733
84	1.9075876
85	1.90765556
86	1.90833514
87	1.90837354
88	1.90839477
89	1.90839849
90	1.90845751
91	1.90912449
92	1.90919517
93	1.90921239
94	1.91327383
95	1.91457974
96	1.91492222
97	1.91617996
98	1.92221884
99	1.93015682
100	1.93042105
101	1.93191588
102	1.93266491
103	1.9333448
104	1.93335645
105	1.93428693
106	1.93430979
107	1.93433093
108	1.93464933
109	1.93494801
110	1.93500005
111	1.93522126
112	1.9352568
113	1.9353005
114	1.93571069
115	1.9358278
116	1.93592019
117	1.9369006
118	1.93801938
119	1.93930659
120	1.9481064
121	1.94818026
122	1.94915799
123	1.95097476
124	1.95322097
125	2.02017504
126	2.04786548
127	2.0646592
128	2.07233571
129	2.07244473
130	2.07252648
131	2.07311144
132	2.07316358
133	2.07316808
134	2.07376156
135	2.07377215
136	2.07378296
137	2.07378583
138	2.07378747
139	2.07450172
140	2.07450585
141	2.07452145
142	2.07502692
143	2.07505117
144	2.07505232
145	2.07505581
146	2.07506172
147	2.07506858
148	2.07508085
149	2.07508376
150	2.07508955
151	2.07509508
152	2.07514369
153	2.07516147
154	2.07677019
155	2.07691035
156	2.07697033
157	2.07698313
158	2.0769926
159	2.0770123
160	2.07798267
161	2.0792227
162	2.08010755
163	2.08116919
164	2.08118993
165	2.08119563
166	2.08119586
167	2.08119754
168	2.08119924
169	2.0812131
170	2.08121355
171	2.0812146
172	2.08121834
173	2.08122499
174	2.08170363
175	2.08231628
176	2.08231652
177	2.08231668
178	2.08231686
179	2.08231726
180	2.08231817
181	2.08231998
182	2.08232095
183	2.082323
184	2.082324
185	2.08232542
186	2.08232727
187	2.08232866
188	2.08232904
189	2.08232922
190	2.08233712
191	2.0830656
192	2.08307138
193	2.08307805
194	2.08310405
195	2.08312362
196	2.08363238
197	2.08796036
198	2.08892308
199	2.09015703
200	2.09149521
201	2.09388904
202	2.09624557
203	2.09785932
204	2.0982769
205	2.09848911
206	2.10021164
207	2.1032422
208	2.10873705
209	2.1134106
210	2.11449598
211	2.11644855
212	2.11747709
213	2.11946434
214	2.12210305
215	2.13226702
216	2.14790725
217	2.1479637
218	2.14867974
