0	0
1	0.0187562
2	0.05672579
3	0.06239148
4	0.09933624
5	0.28442151
6	0.40707059
7	0.78860574
8	1.28579013
9	1.45775699
10	1.58539503
11	1.58730675
12	1.58785018
13	1.58797213
14	1.5881972
15	1.58890956
16	1.58900831
17	1.58906362
18	1.58979896
19	1.60933575
20	1.61133171
21	1.62775914
22	1.62831313
23	1.63239635
24	1.63252264
25	1.63300825
26	1.63307619
27	1.63328246
28	1.63466224
29	1.63577911
30	1.64221675
31	1.67963461
32	1.68806559
33	1.68937129
34	1.69201505
35	1.69402528
36	1.6955587
37	1.69605518
38	1.69674109
39	1.69716033
40	1.69907874
41	1.70021744
42	1.70883478
43	1.71790642
44	1.7229879
45	1.72684808
46	1.7407209
47	1.7498707
48	1.7827777
49	1.79913757
50	1.79925539
51	1.80102302
52	1.80105363
53	1.80228688
54	1.83597872
55	1.83768461
56	1.83777921
57	1.83810349
58	1.83899401
59	1.84036636
60	1.8405106
61	1.84105207
62	1.84125202
63	1.84126485
64	1.8430626
65	1.84322518
66	1.84366074
67	1.84461285
68	1.86296564
69	1.86381182
70	1.88804299
71	1.89480653
72	1.9035173
73	1.91722439
74	1.91768374
75	1.91877613
76	1.96783592
77	1.96895626
78	1.99191947
79	1.9920274
80	1.99299104
81	1.99309555
82	1.99464753
83	1.99497034
84	1.99506521
85	1.99571158
86	1.99582692
87	1.99618721
88	1.99633963
89	1.99685494
90	1.99726256
91	2.00617035
92	2.02926676
93	2.03148465
94	2.03832076
95	2.03949181
96	2.04015224
97	2.04570908
98	2.04621862
99	2.04647798
100	2.04675064
101	2.04730197
102	2.04789286
103	2.04833454
104	2.0507277
105	2.05410682
106	2.05426519
107	2.05640357
108	2.05642082
109	2.05649626
110	2.05739574
111	2.06344759
112	2.14247778
113	2.16389089
114	2.1643183
115	2.16453673
116	2.16500954
117	2.16539854
118	2.16615713
119	2.16623586
120	2.16630809
121	2.16645986
122	2.16705668
123	2.16903702
124	2.16952054
125	2.17044659
126	2.17068733
127	2.17093637
128	2.17106613
129	2.17236237
130	2.17314786
131	2.17317926
132	2.1733616
133	2.17522808
134	2.17650663
135	2.17710301
136	2.17733434
137	2.17762257
138	2.1777788
139	2.17997383
140	2.19098806
141	2.19135333
142	2.19140631
143	2.191606
144	2.19219685
145	2.19228621
146	2.19254077
147	2.19257296
148	2.19266108
149	2.19711898
150	2.19732772
151	2.19770738
152	2.19780321
153	2.19792546
154	2.19915878
155	2.19969189
156	2.20023858
157	2.20102186
158	2.20322512
159	2.20418355
160	2.20490937
161	2.2050071
162	2.20505332
163	2.20509952
164	2.20519564
165	2.20544223
166	2.20548235
167	2.20579023
168	2.20637974
169	2.20658036
170	2.20784434
171	2.20921304
172	2.20942909
173	2.2094659
174	2.20974144
175	2.20984456
176	2.20991265
177	2.20999819
178	2.21032517
179	2.21043671
180	2.21051837
181	2.21071786
182	2.21134084
183	2.21163156
184	2.21283133
185	2.24683849
186	2.47543746
187	2.48478768
188	2.49163063
189	2.49514205
190	2.49553833
191	2.49630789
192	2.49786882
193	2.49833143
194	2.50160118
195	2.50292113
196	2.50352921
197	2.5050943
198	2.50746968
199	2.50955497
200	2.51052355
201	2.51166901
202	2.51294373
203	2.51316164
204	2.51371811
205	2.51444444
206	2.51546478
207	2.51562079
208	2.51584275
209	2.51621819
210	2.51720907
211	2.51745216
212	2.51829684
213	2.54697609
214	2.58508311
215	2.58633639
216	2.5873738
217	2.58793846
218	2.59020526
219	2.59189193
220	2.59209353
221	2.5927239
222	2.59294484
223	2.59333997
224	2.59502053
225	2.59562928
226	2.59716141
227	2.59856395
228	2.59943275
229	2.60015617
230	2.6002863
231	2.60064369
232	2.60150501
233	2.6017066
234	2.60323891
235	2.6033211
236	2.60502242
237	2.60551798
238	2.60553176
239	2.60558712
240	2.60645497
241	2.6069493
242	2.60730631
243	2.60805865
244	2.60858847
245	2.60914276
246	2.60916192
247	2.61146827
248	2.61157573
249	2.61204146
250	2.61284708
251	2.61286105
252	2.61305996
253	2.61319515
254	2.61473879
255	2.61584323
256	2.61702342
257	2.61967314
258	2.62065041
259	2.62090845
260	2.62465846
261	2.68029377
262	2.6847291
263	2.68849949
264	2.69006129
265	2.69188178
266	2.723609
267	2.73501251
268	2.76118009
269	2.76213477
270	2.76963861
271	2.77043844
272	2.77139129
273	2.77609069
274	2.77749627
275	2.77922654
276	2.77934982
277	2.78064231
278	2.78066225
279	2.78074088
280	2.78075907
281	2.78086158
282	2.78198752
283	2.78202364
284	2.78206728
285	2.78233923
286	2.78243507
287	2.78282422
288	2.78385414
289	2.78405675
290	2.78479436
291	2.78490832
292	2.7885567
293	2.79814807
294	3.03505227
295	3.12698998
296	3.13613531
297	3.13960296
298	3.14367431
299	3.14466813
300	3.1487236
301	3.15062771
302	3.15384347
303	3.1552584
304	3.15529697
305	3.1555301
306	3.1576231
307	3.15771364
308	3.15798743
309	3.15951371
310	3.16378778
311	3.17035901
312	3.17346245
313	3.1764037
314	3.179126
315	3.1853276
316	3.18550036
317	3.18963294
318	3.18966623
319	3.19140354
320	3.19206866
321	3.19517538
322	3.19778938
323	3.20618959
324	3.21204724
325	3.22026449
326	3.22500138
327	3.23114815
328	3.23464905
329	3.24241928
330	3.24509856
331	3.24601916
332	3.24739177
333	3.24999714
334	3.25348737
335	3.2535786
336	3.25461085
337	3.25489484
338	3.25626802
339	3.25824395
340	3.25862964
341	3.30853644
342	3.31097243
343	3.32585174
344	3.33736763
345	3.37601596
346	3.4193181
347	3.42420967
348	3.44591693
349	3.44770845
350	3.45580641
351	3.4580491
352	3.46155501
353	3.47036568
354	3.4753549
355	3.56193429
356	3.56356488
357	3.56598409
358	3.56670539
359	3.57010779
360	3.5721479
361	3.57510413
362	3.57537189
363	3.57698894
364	3.58019783
365	3.5804836
366	3.58701947
367	3.63599351
368	3.65821004
369	3.79865458
370	3.90010549
371	3.91081893
372	3.92021633
373	3.92236534
374	3.93780468
375	3.96038563
376	3.96157654
377	3.98845957
378	4.01501252
379	4.03761403
380	4.05220813
381	4.06379417
382	4.26488448
383	4.31479358
384	4.41789574
385	4.44304168
386	4.46055817
387	4.65431316
388	4.65724035
389	4.66554312
390	4.6721534
391	4.67611167
392	4.68202019
393	4.68251606
394	4.68547573
395	4.68694508
396	4.75885119
397	4.78758115
398	4.78914533
399	4.79103361
400	4.79112211
401	4.79208937
402	4.79214877
403	4.79498819
404	4.79714756
405	4.80087585
406	4.80389497
407	4.80758567
408	4.83029074
409	4.83596075
410	4.88454981
411	4.90045379
412	4.9121623
413	4.91413665
414	4.91506165
415	4.97258893
416	4.97778505
417	5.02835046
418	5.02904136
419	5.03040737
420	5.03852718
421	5.04230225
422	5.04579522
423	5.04965214
424	5.0527489
425	5.08204639
426	5.10272207
427	5.10317386
428	5.12001559
429	5.12305083
430	5.22018451
431	5.2323682
432	5.23629302
433	5.23849945
434	5.24072729
435	5.24242542
436	5.24347806
437	5.243627
438	5.24367941
439	5.24454548
440	5.24464558
441	5.24510905
442	5.2477964
443	5.28232427
444	5.28312612
445	5.28516028
446	5.29393897
447	5.29430986
448	5.31108502
449	5.31214447
450	5.3125042
451	5.31259591
452	5.31492691
453	5.31515428
454	5.31600311
455	5.31624648
456	5.31639331
457	5.32213462
458	5.32530478
459	5.32922087
460	5.33124247
461	5.34614645
462	5.34722996
463	5.34937369
464	5.37386442
465	5.37483465
466	5.37677464
467	5.39127865
468	5.39169791
469	5.39914084
470	5.40061464
471	5.40356677
472	5.40814061
473	5.40853168
474	5.40895098
475	5.41762355
476	5.41904529
477	5.41970071
478	5.42072534
479	5.4721357
480	5.50932137
481	5.65025272
482	5.65261461
483	5.65379547
484	5.65382198
485	5.65465602
486	5.65583975
487	5.65620338
488	5.65989466
489	5.66054162
490	5.66101285
491	5.6613928
492	5.66167403
493	5.66233619
494	5.66262341
495	5.66406652
496	5.66469718
497	5.66568055
498	5.66600737
499	5.67876352
500	5.68612326
501	5.6961277
502	5.70304454
503	5.70340477
504	5.71340731
505	5.72683718
506	5.74090408
507	5.77335301
508	5.79411317
509	5.79538824
510	5.79724049
511	5.83851276
512	5.86214948
513	5.86587101
514	5.87539809
515	5.87547276
516	5.87549883
